,h3,h5,h8,relu
0,0.43132,0.4336,0.4051799999809265,0.42744
1,0.519119999961853,0.5199799999809265,0.48239999998092653,0.5075800000190734
2,0.5640399999904633,0.564680000038147,0.5147600000190735,0.5441800000381469
3,0.59372,0.5999199999809265,0.5104800000190735,0.574459999961853
4,0.623719999961853,0.6245800000190734,0.5371200000190735,0.598079999961853
5,0.64808,0.655,0.5727800000190735,0.61908
6,0.6716,0.683,0.598619999961853,0.638800000038147
7,0.6941000000190735,0.7072799999809265,0.6170200000190735,0.65696
8,0.7128200000381469,0.73044,0.626980000038147,0.6752799999618531
9,0.7347199999809265,0.75064,0.6302400000190734,0.69144
10,0.7500000000190735,0.7714800000190735,0.660479999961853,0.7067600000190735
11,0.7644999999809265,0.78804,0.6818000000190735,0.7236999999809265
12,0.77796,0.8024600000190735,0.6823199999809265,0.7374
13,0.7924599999809265,0.8176,0.6992599999809265,0.752680000038147
14,0.8057399999809265,0.8309400000190735,0.7251400000381469,0.770160000038147
15,0.8125999999618531,0.8432199999809266,0.7407800000381469,0.7778199999809265
16,0.8201,0.8476600000190735,0.755480000038147,0.7912200000190734
17,0.83168,0.8584800000190735,0.7638,0.8028400000381469
18,0.840279999961853,0.86466,0.783900000038147,0.8153799999618531
19,0.8480599999809265,0.8788800000381469,0.7988000000190735,0.8248599999809265
20,0.8539200000381469,0.8770000000190735,0.81104,0.8369199999809265
21,0.8604599999809265,0.888259999961853,0.824299999961853,0.8432800000190734
22,0.8684,0.8941200000190734,0.8349000000190735,0.8522799999809265
23,0.872159999961853,0.896060000038147,0.84276,0.8620200000190735
24,0.8784600000190735,0.904060000038147,0.841899999961853,0.8683599999809265
25,0.88018,0.9103799999809266,0.8568999999809265,0.8761000000381469
26,0.885020000038147,0.91496,0.8567599999809266,0.8864400000381469
27,0.8904200000381469,0.915780000038147,0.866859999961853,0.8915600000190735
28,0.89672,0.9204999999809265,0.87686,0.8972199999809265
29,0.8984199999809265,0.925040000038147,0.8842199999618531,0.903700000038147
30,0.9029400000190735,0.9262400000190735,0.89302,0.9065400000190735
31,0.9072000000190735,0.9254999999809265,0.8983600000190735,0.9132199999809265
32,0.908799999961853,0.9301800000190735,0.8967599999809265,0.92112
33,0.9103200000190735,0.9342599999809265,0.90496,0.92644
34,0.9163999999809265,0.9355999999809265,0.910500000038147,0.930599999961853
35,0.9163999999618531,0.94054,0.9161199999809265,0.931519999961853
36,0.9179600000381469,0.9398600000190734,0.914439999961853,0.9380600000190735
37,0.9239400000190735,0.937,0.91872,0.940099999961853
38,0.92532,0.94338,0.923420000038147,0.94296
39,0.927419999961853,0.9462800000381469,0.928860000038147,0.9439
40,0.9295799999809266,0.9495200000190734,0.92966,0.9474799999618531
41,0.933,0.9504199999809265,0.9347200000381469,0.9526000000381469
42,0.936340000038147,0.949200000038147,0.93406,0.953960000038147
43,0.9391000000190735,0.9558600000190735,0.9390999999809265,0.95694
44,0.9361999999809265,0.954240000038147,0.9391600000190735,0.953900000038147
45,0.9402799999618531,0.9561599999809265,0.940739999961853,0.95904
46,0.936999999961853,0.95956,0.9455000000190735,0.962760000038147
47,0.941760000038147,0.95892,0.9467,0.9658200000381469
48,0.9440399999618531,0.95932,0.94962,0.965240000038147
49,0.942760000038147,0.9580399999809265,0.9438200000190735,0.9656799999809265
50,0.946559999961853,0.961560000038147,0.95028,0.96656
51,0.9469399999618531,0.96408,0.951840000038147,0.9695800000190735
52,0.9473800000190735,0.96158,0.95582,0.967780000038147
53,0.949119999961853,0.9577999999809265,0.955840000038147,0.970619999961853
54,0.952800000038147,0.96264,0.9533799999618531,0.9722
55,0.9489000000190735,0.960299999961853,0.9572600000381469,0.9742799999809265
56,0.949460000038147,0.964899999961853,0.958779999961853,0.976080000038147
57,0.9548999999809266,0.96656,0.9604,0.9793199999809266
58,0.955519999961853,0.96688,0.958960000038147,0.973039999961853
59,0.9549,0.968199999961853,0.962859999961853,0.9758999999618531
60,0.95386,0.970900000038147,0.9406199999618531,0.979940000038147
61,0.9544200000190735,0.971879999961853,0.92174,0.978219999961853
62,0.956959999961853,0.97066,0.9558800000190735,0.9783600000381469
63,0.960299999961853,0.9707999999618531,0.9570999999809265,0.97824
64,0.9617600000190735,0.973379999961853,0.964280000038147,0.9811600000190734
65,0.9589600000190734,0.974079999961853,0.9638000000381469,0.9817799999809265
66,0.9590199999809265,0.9695800000381469,0.962879999961853,0.9829200000190735
67,0.963300000038147,0.97454,0.96622,0.9822599999809265
68,0.962159999961853,0.972720000038147,0.96738,0.983380000038147
69,0.9607000000381469,0.975859999961853,0.9693400000190735,0.9835199999809265
70,0.9641199999809266,0.977200000038147,0.9705599999809266,0.984399999961853
71,0.96396,0.975780000038147,0.9676200000190734,0.985419999961853
72,0.961779999961853,0.979180000038147,0.9696200000190734,0.98084
73,0.9667,0.976379999961853,0.9707600000190735,0.984820000038147
74,0.968720000038147,0.978500000038147,0.9707399999809265,0.9859800000190735
75,0.9647199999809265,0.9819600000190735,0.972400000038147,0.982740000038147
76,0.968419999961853,0.976099999961853,0.9713400000190735,0.98408
77,0.967560000038147,0.9787200000190734,0.973879999961853,0.9877
78,0.96596,0.97904,0.96472,0.9890800000190735
79,0.9687999999809265,0.97726,0.971339999961853,0.986
80,0.969599999961853,0.9829399999809265,0.970959999961853,0.988500000038147
81,0.9694,0.978560000038147,0.972840000038147,0.988720000038147
82,0.970000000038147,0.9812400000190735,0.97604,0.988840000038147
83,0.9709199999618531,0.981879999961853,0.97622,0.9908000000381469
84,0.97368,0.98112,0.976340000038147,0.991620000038147
85,0.9710400000381469,0.9794600000381469,0.978299999961853,0.9947400000190735
86,0.972719999961853,0.9817,0.9733799999809265,0.992140000038147
87,0.975779999961853,0.9825599999809265,0.9755800000190735,0.99336
88,0.9704999999809265,0.98318,0.9808400000190735,0.990820000038147
89,0.9728,0.9805600000190735,0.97604,0.9913600000190735
90,0.9757400000190735,0.9780600000190734,0.9789999999809265,0.993500000038147
91,0.9761000000190735,0.9806399999809265,0.979720000038147,0.993480000038147
92,0.9728799999809266,0.9829599999809265,0.9794400000190735,0.99286
93,0.977100000038147,0.981919999961853,0.97994,0.9924200000190735
94,0.97538,0.9831400000381469,0.980200000038147,0.9907800000190735
95,0.974440000038147,0.982640000038147,0.9800400000190734,0.988440000038147
96,0.9766599999809266,0.9827799999618531,0.980919999961853,0.9929999999809265
97,0.975740000038147,0.9817199999809265,0.982940000038147,0.98972
98,0.975200000038147,0.982159999961853,0.9825199999809265,0.9908
99,0.9722600000190735,0.984260000038147,0.9743399999809265,0.98816
